Applicant_ID,Gender,Age,Marital_Status,Dependents,Education,Employment_Status,Occupation_Type,City/Town,Annual_Income,Monthly_Expenses,Credit_Score,Existing_Loans,Total_Existing_Loan_Amount,Outstanding_Debt,Loan_History,Loan_Amount_Requested,Loan_Term,Loan_Purpose,Interest_Rate,Co-Applicant,Transaction_Frequency,Default_Risk,Loan_Approval_Status
47111,Male,48,Single,0,High School,Employed,Freelancer,Urban,109888,1460,731,2,38426,15520,0,21577,13,Personal,14.94,Yes,19,0.05,1
47117,Male,29,Married,3,High School,Employed,Business,Urban,119950,2216,715,0,28607,26612,0,20663,182,Education,11.22,Yes,9,0.2,1
47119,Male,40,Married,2,Postgraduate,Employed,Professional,Suburban,68460,1462,392,1,40607,1116,0,8833,165,Personal,13.44,Yes,15,0.5,0
47124,Female,45,Single,1,Graduate,Unemployed,Professional,Urban,72805,2765,745,2,42717,24967,1,20089,171,Personal,12.98,Yes,15,0.77,1
47125,Male,37,Divorced,1,High School,Employed,Business,Urban,148582,3740,784,1,9249,29860,0,22919,18,Personal,10.57,Yes,19,0.18,1
47126,Male,37,Married,1,High School,Employed,Professional,Urban,20897,3476,529,2,33534,11006,0,6652,64,Education,8.99,Yes,20,0.73,0
47127,Male,31,Single,2,Graduate,Employed,Professional,Suburban,99848,4077,721,0,14935,23167,0,22674,46,Personal,12.15,No,6,0.83,1
47128,Male,30,Married,3,High School,Employed,Professional,Urban,33299,2038,404,1,30881,10096,0,5498,150,Education,13.86,Yes,24,0.96,0
47132,Female,26,Married,1,High School,Employed,Freelancer,Suburban,68297,2003,816,0,37721,20066,0,20480,209,Personal,10.1,No,10,0.52,1
47134,Male,29,Divorced,1,Postgraduate,Self-Employed,Business,Urban,124866,4540,813,1,37893,19984,0,32932,31,Personal,7.29,No,28,0.62,0
47136,Male,33,Single,2,Postgraduate,Employed,Freelancer,Suburban,20768,4474,370,1,12288,25491,0,6826,140,Education,6.53,No,19,0.51,0
47137,Female,41,Single,2,High School,Employed,Business,Rural,130581,613,713,0,17367,23545,0,32664,139,Personal,8.04,Yes,29,0.14,0
47139,Male,30,Single,2,Graduate,Employed,Freelancer,Suburban,143245,2409,827,2,27781,17100,1,39667,123,Personal,9.45,Yes,21,1.0,1
47147,Male,47,Single,3,Graduate,Unemployed,Business,Rural,75837,1235,799,2,43380,1517,0,20554,122,Personal,9.19,Yes,20,0.26,1
47148,Female,42,Married,1,Graduate,Self-Employed,Salaried,Suburban,122224,3076,815,1,28121,14901,0,28550,26,Personal,7.32,Yes,11,0.52,1
47149,Female,41,Married,3,Graduate,Unemployed,Freelancer,Urban,126054,1435,701,2,38396,15443,1,32329,44,Education,6.71,Yes,10,0.14,0
47151,Male,48,Single,0,High School,Unemployed,Professional,Rural,37582,4796,555,2,34927,22425,1,13913,130,Personal,8.46,No,6,1.0,0
47156,Female,33,Single,3,Graduate,Unemployed,Business,Suburban,60261,866,816,1,29301,18885,0,20000,225,Education,13.63,Yes,28,0.09,1
47160,Female,42,Married,1,High School,Self-Employed,Freelancer,Urban,97359,1927,830,2,45458,19357,1,23241,161,Personal,8.1,No,28,0.81,1
47162,Female,36,Married,0,Graduate,Employed,Freelancer,Suburban,44858,1938,522,2,178,3973,0,15121,32,Personal,14.89,Yes,5,0.51,1
47167,Female,42,Single,1,High School,Employed,Professional,Suburban,75515,2349,740,2,34333,14628,0,22025,117,Education,4.08,No,8,0.13,1
47168,Female,36,Divorced,3,Postgraduate,Employed,Salaried,Urban,67880,584,387,0,18549,845,0,18218,96,Personal,5.32,No,19,0.68,0
47171,Male,45,Married,1,Graduate,Self-Employed,Salaried,Urban,81767,4527,787,1,27462,7375,0,22586,35,Personal,8.63,Yes,6,0.9,1
47172,Female,31,Single,3,Graduate,Employed,Freelancer,Urban,137006,1007,795,1,25791,28304,0,25640,115,Personal,13.99,Yes,21,0.59,0
47176,Male,31,Divorced,3,Graduate,Employed,Business,Suburban,135067,2459,708,0,33548,15609,1,35123,67,Education,5.01,No,26,0.73,1
47183,Male,30,Single,0,Graduate,Employed,Business,Suburban,58547,3406,373,1,40683,24523,0,18474,183,Personal,9.22,Yes,29,0.44,0
47184,Male,34,Married,2,High School,Employed,Business,Urban,103619,1353,768,1,48448,24500,0,20463,187,Education,12.42,Yes,29,0.2,1
47189,Female,24,Married,1,High School,Employed,Salaried,Rural,43722,3956,410,2,7817,18111,0,7961,96,Personal,4.92,Yes,9,0.93,0
47190,Male,42,Married,3,Graduate,Self-Employed,Freelancer,Suburban,89587,3849,767,1,44959,9087,0,26399,61,Education,11.15,No,17,0.07,0
47191,Male,38,Married,2,High School,Employed,Business,Urban,100865,1839,708,1,24122,16228,0,29101,104,Personal,5.99,No,12,0.12,1
47192,Female,31,Single,0,Graduate,Self-Employed,Business,Urban,75926,4622,813,0,42615,4135,0,20863,30,Personal,10.26,Yes,11,0.67,0
47193,Female,28,Single,0,Graduate,Unemployed,Professional,Suburban,44563,2831,404,2,36922,26030,0,14978,104,Education,14.08,Yes,21,0.68,0
47195,Female,45,Married,2,Postgraduate,Employed,Salaried,Suburban,115904,1017,748,0,27054,5995,0,28558,109,Personal,9.06,Yes,19,0.45,1
47197,Female,34,Married,2,Graduate,Employed,Freelancer,Suburban,100924,3179,758,0,33696,17802,0,25928,71,Personal,9.6,Yes,22,0.83,1
47202,Male,30,Married,0,Graduate,Employed,Freelancer,Urban,98520,1939,716,1,41038,22861,0,27427,158,Personal,7.17,No,10,0.5,1
47204,Male,22,Married,3,Postgraduate,Employed,Professional,Suburban,67160,3720,318,1,8064,17507,0,24950,185,Education,10.82,No,27,0.97,0
47208,Female,40,Single,2,Graduate,Unemployed,Salaried,Suburban,29944,2525,302,0,34536,7164,0,9256,49,Education,8.71,Yes,18,0.74,0
47210,Male,59,Married,0,Graduate,Self-Employed,Professional,Rural,40704,2994,530,1,30971,16267,0,13197,70,Personal,5.2,Yes,12,0.51,0
47213,Male,30,Single,3,Graduate,Employed,Salaried,Suburban,61647,1546,781,2,34323,3053,1,20000,170,Education,6.94,No,17,0.57,1
47214,Male,26,Married,2,High School,Employed,Business,Urban,93967,3933,781,0,40026,6360,0,24028,238,Education,13.57,No,7,0.09,1
47217,Male,45,Married,1,High School,Self-Employed,Salaried,Urban,74489,4015,715,1,8919,16475,0,22320,219,Education,8.11,No,19,0.24,1
47219,Male,34,Married,0,High School,Self-Employed,Freelancer,Rural,106893,3091,790,0,27633,11675,0,23716,209,Personal,5.7,Yes,10,0.84,1
47220,Male,49,Single,1,Postgraduate,Employed,Professional,Suburban,142247,3999,794,2,39875,20517,1,23737,124,Education,11.08,Yes,12,0.57,1
47221,Male,37,Single,1,High School,Employed,Business,Urban,51903,4088,735,2,11090,16485,1,20000,149,Education,4.64,No,29,1.0,1
47223,Male,43,Single,2,Graduate,Employed,Professional,Urban,97820,1550,723,2,35228,3774,0,26086,60,Personal,3.57,No,22,0.52,1
47227,Male,42,Single,1,Graduate,Self-Employed,Salaried,Urban,59835,1152,835,2,32570,9558,0,20000,54,Personal,12.11,Yes,29,0.71,1
47228,Female,44,Married,0,Graduate,Employed,Salaried,Urban,80764,755,826,1,20265,9849,0,21215,137,Personal,5.46,No,12,0.3,1
47229,Male,25,Married,1,High School,Unemployed,Freelancer,Suburban,36313,847,375,1,1782,711,1,9219,131,Education,6.75,Yes,15,0.95,0
47230,Female,33,Single,0,Postgraduate,Employed,Professional,Urban,57255,2561,324,2,2620,28298,1,20081,188,Education,14.78,Yes,21,0.89,0
47233,Male,34,Married,2,Graduate,Employed,Freelancer,Urban,81431,3036,816,0,623,29879,0,23907,170,Education,13.76,Yes,20,0.06,1
47234,Female,37,Single,1,Graduate,Self-Employed,Salaried,Suburban,75901,4934,784,2,26726,26557,0,20765,105,Education,5.45,No,10,0.05,1
47237,Male,54,Single,0,Graduate,Employed,Business,Suburban,35082,1176,396,2,37181,4674,0,9860,24,Personal,7.93,Yes,28,0.26,0
47241,Female,33,Single,1,Postgraduate,Self-Employed,Salaried,Suburban,54989,1439,849,0,35029,10816,0,20000,167,Personal,14.33,Yes,25,0.28,0
47246,Female,34,Single,0,High School,Employed,Salaried,Rural,31626,4388,486,2,44425,7218,0,10255,97,Education,12.69,No,14,0.13,0
47249,Male,26,Single,2,Postgraduate,Employed,Business,Urban,51050,3516,736,1,42977,14319,0,20000,61,Personal,8.52,No,9,0.05,1
47250,Female,24,Married,1,High School,Employed,Business,Urban,25818,4884,495,0,16209,8083,1,7668,212,Personal,12.4,Yes,20,0.22,1
47252,Male,28,Single,2,High School,Self-Employed,Freelancer,Suburban,105647,4290,767,1,26358,24843,0,22913,111,Personal,14.9,No,27,0.29,1
47253,Female,34,Married,1,High School,Self-Employed,Business,Rural,78461,3168,784,0,12450,5607,1,22583,156,Education,4.78,Yes,13,0.98,1
47254,Male,31,Single,2,High School,Unemployed,Salaried,Suburban,97575,1440,837,0,21091,18495,0,20160,212,Personal,13.96,Yes,27,0.45,1
47255,Female,61,Single,3,High School,Employed,Business,Rural,66824,4635,480,0,39280,22339,0,17844,203,Education,4.0,No,17,0.88,0
47256,Female,39,Married,2,Graduate,Self-Employed,Professional,Urban,148504,3624,763,2,42672,27470,0,22322,15,Education,5.47,Yes,10,0.13,1
47257,Male,48,Single,1,High School,Self-Employed,Salaried,Urban,105415,4697,782,0,38994,10487,0,25905,216,Education,9.3,No,15,0.04,1
47262,Male,39,Single,0,Graduate,Employed,Business,Urban,131405,1756,716,0,49176,21548,0,33186,228,Personal,7.91,No,10,0.65,1
47266,Male,28,Married,1,High School,Employed,Business,Urban,75930,2538,728,0,482,23874,0,21085,35,Education,8.71,No,13,0.42,1
47270,Female,25,Married,2,Graduate,Employed,Business,Suburban,90954,3790,755,1,4411,9121,0,21803,161,Education,4.63,Yes,28,0.41,1
47272,Male,34,Single,1,Graduate,Self-Employed,Freelancer,Urban,131649,4879,815,0,44996,23756,0,24956,216,Personal,10.87,No,25,0.39,1
47275,Female,38,Single,0,Postgraduate,Employed,Freelancer,Urban,52617,3232,496,1,9985,8006,0,17213,114,Personal,7.9,No,18,0.27,0
47281,Female,28,Married,2,High School,Self-Employed,Business,Suburban,57956,813,758,1,4585,22250,0,20000,53,Education,11.51,Yes,22,0.3,1
47282,Male,29,Single,0,High School,Employed,Freelancer,Urban,133487,4000,716,0,6765,6806,0,35952,47,Personal,13.14,No,5,0.39,1
47284,Male,37,Divorced,3,High School,Self-Employed,Professional,Urban,139720,3639,805,2,35603,5189,0,33394,78,Education,14.95,No,19,0.37,1
47286,Female,48,Married,0,High School,Self-Employed,Freelancer,Urban,67597,2117,755,2,48413,25211,0,20242,118,Personal,14.97,No,20,0.44,1
47288,Male,43,Single,3,High School,Self-Employed,Professional,Urban,84012,1244,762,2,31573,7952,0,24229,16,Personal,14.46,Yes,5,0.1,1
47289,Male,25,Married,3,High School,Employed,Professional,Urban,73952,1084,718,2,28809,298,0,20222,39,Personal,7.97,Yes,16,0.13,0
47291,Male,42,Single,2,High School,Self-Employed,Salaried,Urban,140893,2379,782,0,467,10410,0,20133,141,Education,11.2,No,5,0.87,1
47297,Male,29,Single,3,High School,Employed,Business,Urban,61070,4039,405,0,7246,19052,0,20446,36,Education,13.06,No,12,0.71,1
47300,Male,37,Married,1,High School,Employed,Freelancer,Urban,51183,2596,339,2,6054,6078,1,12601,195,Personal,10.59,Yes,12,0.5,0
47302,Female,26,Single,1,High School,Employed,Business,Suburban,147439,4761,780,0,2073,25684,0,34026,203,Education,13.99,Yes,26,0.1,1
47303,Male,46,Married,1,Graduate,Employed,Freelancer,Urban,141607,2500,836,0,27357,28577,0,35443,36,Education,12.94,No,9,0.81,1
47308,Female,26,Married,3,Postgraduate,Unemployed,Professional,Urban,67086,3917,732,2,39164,12326,0,20121,134,Education,14.62,No,16,0.22,1
47309,Male,44,Single,1,High School,Employed,Salaried,Rural,56620,573,333,2,46402,7477,1,19301,22,Personal,12.89,No,23,0.2,0
47310,Male,37,Single,3,Graduate,Employed,Professional,Urban,50995,2975,776,2,1276,6614,0,20000,122,Education,5.35,No,12,0.39,1
47311,Male,45,Married,1,High School,Unemployed,Freelancer,Urban,143770,2335,760,2,29446,4300,1,32722,144,Personal,6.58,Yes,26,0.65,1
47313,Female,18,Married,1,High School,Employed,Freelancer,Urban,68054,4375,519,1,19321,3335,0,25172,132,Education,9.04,Yes,15,0.13,0
47314,Male,43,Single,2,Postgraduate,Unemployed,Freelancer,Urban,70010,692,833,2,921,4025,1,20336,132,Education,9.71,Yes,17,0.69,1
47318,Female,39,Married,0,Graduate,Employed,Salaried,Urban,32125,2951,446,0,35130,20405,0,5536,26,Education,5.59,No,26,0.14,0
47321,Male,34,Single,0,High School,Employed,Salaried,Urban,76874,4979,817,2,14028,12332,0,21565,164,Personal,3.73,No,11,0.04,1
47322,Female,26,Single,0,Graduate,Unemployed,Business,Urban,128205,928,780,1,26782,26685,0,32220,113,Personal,8.94,Yes,18,0.5,1
47323,Male,43,Single,0,High School,Self-Employed,Business,Rural,121247,4117,708,2,6009,16377,0,21900,183,Education,9.49,Yes,20,0.42,1
47325,Male,69,Divorced,2,High School,Employed,Salaried,Urban,62801,3066,464,0,37996,6083,0,7371,108,Education,7.71,No,11,0.52,0
47328,Female,31,Married,0,Graduate,Employed,Salaried,Suburban,25742,3941,308,2,25129,15056,1,9762,127,Personal,7.39,Yes,6,0.23,0
47330,Female,39,Married,2,Postgraduate,Self-Employed,Freelancer,Suburban,108112,1845,707,1,28553,20969,0,29890,59,Education,6.0,No,23,0.67,1
47331,Female,50,Married,1,High School,Employed,Business,Urban,21243,805,304,1,48596,27023,1,8103,35,Education,7.83,No,8,0.82,0
47332,Female,61,Married,3,Graduate,Employed,Freelancer,Urban,39338,1057,465,0,3364,27590,1,7686,234,Education,10.42,Yes,12,0.96,0
47338,Female,32,Single,3,Postgraduate,Employed,Freelancer,Urban,46169,3013,413,2,42709,27756,0,9185,172,Education,7.84,Yes,18,0.87,1
47341,Female,51,Single,1,Postgraduate,Employed,Professional,Urban,56931,1609,539,0,25960,10438,0,20267,219,Education,5.89,Yes,5,0.65,0
47343,Female,33,Divorced,2,Postgraduate,Employed,Freelancer,Urban,75020,705,705,1,18401,27936,0,22104,159,Personal,13.01,No,10,0.83,1
47353,Male,48,Married,1,High School,Self-Employed,Salaried,Suburban,109603,3884,801,2,12605,27495,1,31026,123,Personal,7.04,Yes,10,0.94,1
47355,Male,40,Divorced,2,Postgraduate,Self-Employed,Salaried,Urban,123424,2571,735,1,21777,29581,0,25933,16,Education,11.19,No,22,0.54,0
47356,Male,30,Married,2,Postgraduate,Self-Employed,Professional,Urban,59694,3968,716,1,42434,4177,1,20000,105,Personal,8.79,No,13,0.28,1
47359,Male,33,Single,2,Graduate,Employed,Freelancer,Suburban,25810,4283,361,1,13294,20139,0,7090,188,Personal,13.95,No,29,0.29,0
47360,Female,25,Single,0,High School,Unemployed,Professional,Rural,53776,2840,715,1,2771,18007,0,20000,48,Education,5.05,Yes,27,0.21,1
47366,Male,37,Married,0,Graduate,Employed,Freelancer,Suburban,115552,1437,766,2,1293,24662,1,29990,29,Education,5.52,Yes,28,0.98,1
47369,Female,26,Married,3,High School,Employed,Professional,Urban,93341,4973,783,0,11539,23045,1,22075,237,Personal,7.85,Yes,25,0.77,1
47370,Male,33,Married,1,High School,Employed,Professional,Urban,138384,4142,706,0,21176,6672,1,37439,120,Personal,13.51,No,28,0.48,1
47375,Female,41,Divorced,1,High School,Employed,Salaried,Urban,131542,4237,777,0,45634,28398,0,20363,188,Education,3.64,No,9,0.9,1
47376,Male,29,Single,3,High School,Self-Employed,Business,Suburban,51610,610,738,0,13549,3682,0,20000,182,Education,13.29,Yes,21,0.04,0
47379,Female,25,Single,0,Postgraduate,Self-Employed,Professional,Urban,66271,1551,770,0,11281,375,0,20000,175,Personal,12.74,No,29,0.8,1
47388,Female,33,Married,3,High School,Unemployed,Business,Suburban,50681,1667,808,2,18533,2631,0,20000,176,Personal,14.05,Yes,28,0.58,1
47390,Female,29,Married,2,Postgraduate,Employed,Business,Urban,128803,4201,788,1,33558,13347,0,31889,139,Education,4.36,No,21,0.88,1
47393,Female,27,Divorced,1,Graduate,Self-Employed,Salaried,Urban,126866,4342,827,1,560,20514,0,36377,130,Personal,6.56,Yes,26,0.66,1
47394,Male,25,Divorced,0,High School,Employed,Freelancer,Suburban,22104,4311,439,1,42674,836,1,8526,211,Education,4.13,No,12,0.68,0
47397,Male,34,Single,1,Graduate,Employed,Business,Urban,117287,1062,843,0,3646,10395,0,20672,122,Personal,10.36,Yes,6,0.67,0
47398,Male,26,Single,0,Graduate,Employed,Business,Suburban,147095,2744,775,1,16252,21694,0,32050,128,Education,11.52,Yes,23,0.95,0
47401,Male,32,Married,0,Postgraduate,Unemployed,Freelancer,Urban,141452,1838,730,1,30943,13422,0,30327,70,Education,12.17,Yes,12,0.33,1
47402,Female,23,Married,0,High School,Unemployed,Business,Urban,20775,3031,337,0,18632,25212,0,5516,147,Personal,10.0,Yes,18,0.01,0
47404,Male,27,Single,2,Postgraduate,Employed,Business,Urban,132523,2243,741,1,41627,16748,0,31345,26,Personal,14.5,No,24,0.34,1
47409,Female,57,Divorced,2,High School,Employed,Salaried,Suburban,40264,1028,348,2,11599,16036,0,12663,237,Education,13.56,Yes,5,0.08,0
47410,Female,31,Single,0,High School,Employed,Freelancer,Urban,144308,956,783,2,46,3613,0,34556,78,Education,11.1,No,11,0.26,1
47413,Female,47,Single,3,High School,Self-Employed,Freelancer,Suburban,48046,4142,572,2,42908,513,1,13583,117,Education,5.43,No,11,0.18,0
47415,Male,42,Married,0,Postgraduate,Unemployed,Freelancer,Suburban,127755,3383,772,0,27883,27654,1,30760,113,Personal,7.39,Yes,12,0.07,1
47417,Male,20,Single,1,Graduate,Unemployed,Salaried,Suburban,43418,2484,360,1,20046,11819,0,16448,167,Education,11.12,No,18,0.27,0
47419,Male,25,Married,0,High School,Employed,Freelancer,Suburban,72713,1772,844,2,31572,19094,0,20871,143,Personal,12.9,No,26,0.63,1
47421,Male,40,Divorced,2,Graduate,Self-Employed,Business,Rural,85156,2193,827,0,39719,21566,0,22469,134,Personal,14.45,No,11,0.18,1
47422,Female,38,Single,1,High School,Self-Employed,Freelancer,Urban,82719,3252,764,2,90,22049,0,21619,74,Personal,13.83,No,22,0.56,1
47423,Female,47,Married,3,Graduate,Unemployed,Freelancer,Suburban,39438,2460,591,1,43861,288,1,9951,50,Personal,10.64,Yes,21,0.85,0
47424,Female,32,Single,1,Graduate,Employed,Freelancer,Urban,104503,1726,713,0,2208,1500,0,24704,169,Personal,11.47,No,6,0.98,1
47425,Female,50,Divorced,1,Graduate,Unemployed,Business,Urban,47504,3185,337,1,45744,431,1,18193,53,Education,9.65,No,8,0.75,0
47426,Female,53,Married,1,High School,Unemployed,Freelancer,Urban,39530,2281,552,1,47489,4259,1,15804,87,Education,13.38,No,14,0.62,0
47429,Female,39,Single,0,Graduate,Unemployed,Professional,Urban,111908,1523,790,2,323,13439,0,20796,239,Personal,7.73,No,20,0.78,0
47438,Female,25,Married,1,Graduate,Employed,Business,Suburban,110646,1842,785,1,46364,18330,0,27242,215,Education,8.59,No,14,0.28,1
47444,Female,31,Married,3,High School,Employed,Professional,Urban,89045,3947,826,2,37695,21380,0,26580,162,Personal,14.77,No,28,0.97,1
47445,Male,47,Single,1,Postgraduate,Self-Employed,Professional,Urban,50516,2626,727,0,418,1796,0,20000,171,Personal,9.3,No,11,0.26,1
47446,Male,32,Divorced,0,Postgraduate,Employed,Business,Urban,55113,3814,777,1,20318,13519,1,20000,84,Personal,14.26,No,21,0.02,0
47452,Female,25,Married,1,High School,Employed,Business,Urban,148753,3509,703,2,1563,28632,0,22109,204,Education,10.98,No,18,0.09,1
47454,Male,26,Single,3,Graduate,Employed,Professional,Suburban,105473,4172,778,1,35889,65,0,31601,19,Education,5.64,Yes,23,0.88,1
47457,Female,48,Single,0,Graduate,Unemployed,Professional,Urban,61138,1382,841,0,36849,10556,0,20000,41,Personal,12.87,Yes,20,0.17,1
47463,Female,22,Married,3,Graduate,Employed,Freelancer,Rural,21417,2198,477,2,385,6770,0,7725,14,Personal,13.1,No,15,0.75,0
47467,Female,26,Single,1,High School,Employed,Business,Urban,123746,1432,800,0,46746,14065,1,29066,162,Personal,14.18,No,7,0.98,1
47469,Female,37,Married,3,High School,Employed,Freelancer,Urban,95807,1966,834,0,3007,11206,0,23377,120,Education,13.17,Yes,17,0.24,1
47470,Female,29,Single,3,Graduate,Unemployed,Freelancer,Suburban,104701,3527,817,0,30366,24306,1,26517,105,Personal,14.65,Yes,21,0.46,0
47471,Male,44,Married,0,Graduate,Employed,Professional,Suburban,106158,2437,794,2,39212,14264,0,26869,220,Personal,8.36,No,25,0.88,1
47472,Female,49,Single,1,High School,Self-Employed,Salaried,Urban,120008,1624,819,0,13232,16805,0,32275,182,Personal,7.39,Yes,24,0.56,1
47479,Female,27,Married,3,Postgraduate,Self-Employed,Business,Urban,147303,1519,801,0,29334,17061,0,31314,109,Education,11.16,Yes,28,0.6,0
47482,Female,27,Married,1,Postgraduate,Unemployed,Business,Urban,80592,858,721,0,49317,27954,0,22816,145,Personal,11.25,Yes,23,0.41,1
47485,Male,29,Single,2,High School,Employed,Freelancer,Urban,139186,2094,710,1,21926,9583,0,23487,183,Personal,6.84,No,9,0.49,1
47493,Male,44,Married,2,Postgraduate,Employed,Business,Urban,50121,3520,735,2,43787,28890,0,20000,230,Education,10.48,No,9,0.09,1
47498,Female,27,Divorced,1,High School,Self-Employed,Professional,Suburban,32896,894,516,0,14406,11857,0,7200,67,Education,6.5,Yes,14,0.85,0
47500,Female,41,Married,0,Postgraduate,Self-Employed,Professional,Rural,103253,3830,726,0,24922,14844,0,20054,158,Education,10.57,No,12,0.1,1
47503,Male,41,Single,2,Graduate,Self-Employed,Freelancer,Rural,144597,4871,764,0,15747,3993,0,26191,111,Education,13.52,Yes,21,0.09,1
47505,Male,39,Single,3,Graduate,Self-Employed,Freelancer,Suburban,57642,4931,799,2,20058,7795,0,20000,191,Personal,9.73,No,19,0.56,1
47506,Male,34,Married,0,Postgraduate,Employed,Business,Suburban,112486,2104,732,2,16963,26956,0,21821,236,Education,14.92,Yes,14,0.77,1
47507,Female,53,Married,2,High School,Employed,Salaried,Urban,67235,4169,311,0,25544,13739,0,7397,178,Education,4.89,Yes,22,0.43,0
47509,Female,50,Married,0,High School,Self-Employed,Business,Urban,36953,722,460,1,10246,15161,0,9034,188,Education,5.1,No,22,0.45,0
47511,Female,48,Married,3,Graduate,Unemployed,Professional,Urban,138593,4250,815,1,17615,26427,0,34483,88,Education,11.87,No,24,0.69,1
47513,Female,30,Married,0,Graduate,Unemployed,Salaried,Urban,99502,1881,780,1,4666,29211,0,28079,29,Personal,12.4,Yes,24,0.28,1
47514,Male,56,Divorced,3,Graduate,Self-Employed,Freelancer,Rural,34584,892,573,2,13499,17942,0,6928,163,Personal,13.94,Yes,28,0.13,0
47519,Male,46,Divorced,1,High School,Self-Employed,Freelancer,Urban,65856,4958,818,2,1459,2481,0,20000,187,Personal,5.56,Yes,21,0.03,1
47522,Female,44,Married,2,High School,Employed,Salaried,Suburban,141215,2703,841,1,29924,12399,0,31266,100,Education,13.44,Yes,23,0.99,1
47524,Male,32,Married,2,High School,Employed,Professional,Urban,68427,2057,701,1,36677,4133,0,20223,164,Education,4.95,No,17,0.07,1
47527,Female,27,Single,1,Graduate,Employed,Salaried,Urban,147022,4457,729,1,6777,24211,0,21929,148,Personal,12.11,No,29,0.3,1
47528,Male,25,Single,0,Graduate,Unemployed,Freelancer,Urban,112834,3374,783,1,33210,13196,0,25165,170,Personal,13.05,No,21,0.62,1
47532,Female,54,Married,2,High School,Unemployed,Professional,Suburban,29995,2937,389,0,26361,7384,0,7071,88,Education,12.06,Yes,25,0.79,0
47541,Male,44,Single,3,Graduate,Unemployed,Business,Suburban,40176,1051,556,2,16222,22773,0,14911,100,Personal,4.03,No,22,0.64,0
47542,Female,35,Single,0,High School,Employed,Salaried,Suburban,57316,3367,770,2,23339,12469,0,20000,34,Personal,13.17,No,14,0.06,1
47544,Female,35,Married,0,Graduate,Unemployed,Freelancer,Suburban,66544,3358,719,1,38238,22404,0,20000,68,Personal,12.09,Yes,9,0.3,1
47546,Female,49,Married,3,High School,Self-Employed,Business,Urban,45556,2768,574,0,17958,8524,1,8746,232,Education,10.56,No,8,0.11,0
47548,Female,67,Married,3,Postgraduate,Unemployed,Freelancer,Urban,23195,4880,357,1,43122,11252,0,7950,160,Education,8.56,No,27,0.46,0
47551,Male,25,Single,1,Graduate,Employed,Business,Urban,87809,3014,834,2,35912,5889,0,24651,42,Education,5.82,Yes,11,0.07,1
47560,Female,31,Single,2,Postgraduate,Employed,Salaried,Urban,117004,4571,809,1,9906,7612,0,31274,157,Education,14.6,Yes,10,0.34,0
47561,Female,48,Divorced,0,Graduate,Employed,Business,Suburban,78342,3412,711,2,10485,27078,0,20327,53,Personal,9.63,No,26,0.07,1
47562,Male,39,Married,3,High School,Self-Employed,Freelancer,Suburban,25500,1330,439,1,15485,21752,0,7994,113,Personal,12.77,Yes,24,0.37,0
47565,Female,60,Divorced,2,High School,Employed,Freelancer,Urban,49509,3852,307,0,18980,1844,0,18256,34,Personal,4.78,Yes,26,0.96,0
47568,Male,27,Divorced,2,Graduate,Employed,Business,Rural,125844,1631,842,2,32640,4241,0,32532,68,Education,14.41,No,21,0.74,1
47573,Female,36,Married,3,High School,Self-Employed,Business,Suburban,24919,1424,506,1,20722,7876,1,6292,151,Personal,9.95,No,26,0.27,0
47576,Female,46,Single,2,High School,Employed,Business,Suburban,129454,509,830,1,8829,7407,0,26826,124,Personal,7.76,Yes,16,0.52,1
47577,Female,38,Married,0,Graduate,Employed,Professional,Urban,66566,1345,761,1,42489,27580,0,20000,84,Personal,8.31,Yes,5,0.5,1
47578,Male,43,Divorced,0,Graduate,Self-Employed,Business,Suburban,59127,858,765,0,15053,27985,1,20000,20,Education,13.47,No,19,0.44,1
47582,Male,26,Married,0,High School,Self-Employed,Freelancer,Urban,137000,4665,766,0,256,9662,0,40686,188,Education,10.89,No,6,1.0,1
47583,Male,34,Single,3,High School,Employed,Professional,Urban,26841,3760,369,1,6087,8460,0,8454,207,Education,9.5,No,25,0.32,0
47586,Male,33,Single,0,Postgraduate,Employed,Professional,Urban,143813,3544,765,0,8337,9954,0,37846,55,Education,5.12,No,21,0.67,0
47591,Male,55,Married,2,High School,Unemployed,Salaried,Suburban,65367,2933,563,1,47542,17851,0,15363,164,Education,8.64,Yes,24,0.06,0
47593,Female,20,Single,1,High School,Employed,Freelancer,Rural,24631,4857,516,1,35072,29766,1,5517,122,Personal,5.33,No,28,0.76,0
47594,Male,31,Married,1,Postgraduate,Self-Employed,Salaried,Urban,73545,4547,733,1,44780,22957,0,21928,172,Education,14.79,Yes,10,0.09,1
47595,Male,58,Divorced,0,Graduate,Employed,Professional,Suburban,25961,2150,480,0,24887,17956,0,10053,147,Personal,13.48,No,24,0.54,0
47598,Male,47,Single,2,Graduate,Self-Employed,Salaried,Suburban,65565,3997,819,2,312,10209,0,20000,209,Education,14.72,Yes,13,0.44,1
47599,Female,68,Divorced,0,Postgraduate,Self-Employed,Freelancer,Urban,67833,2652,404,2,17158,23549,0,18701,134,Education,5.47,No,29,0.85,0
47600,Female,34,Single,0,High School,Employed,Professional,Urban,116881,2987,782,2,47410,19350,0,30101,187,Education,11.01,Yes,18,0.99,1
47601,Female,40,Married,3,Graduate,Employed,Freelancer,Suburban,85987,3486,832,0,45892,4406,0,25018,42,Education,6.03,Yes,15,0.15,1
47605,Female,60,Married,1,Postgraduate,Unemployed,Business,Suburban,65877,4250,403,2,12624,8617,0,13847,107,Education,14.55,No,5,0.18,1
